tick,total,susceptible,infected,immune,pct_infected,pct_immune
0,150,140,10,0,6.6667,0.0000
1,152,142,10,0,6.5789,0.0000
2,156,146,10,0,6.4103,0.0000
3,157,145,12,0,7.6433,0.0000
4,157,143,14,0,8.9172,0.0000
5,160,145,15,0,9.3750,0.0000
6,161,146,15,0,9.3168,0.0000
7,161,145,16,0,9.9379,0.0000
8,163,145,18,0,11.0429,0.0000
9,164,146,18,0,10.9756,0.0000
10,165,147,18,0,10.9091,0.0000
11,165,147,18,0,10.9091,0.0000
12,168,147,21,0,12.5000,0.0000
13,171,150,21,0,12.2807,0.0000
14,172,149,23,0,13.3721,0.0000
15,173,149,24,0,13.8728,0.0000
16,173,144,29,0,16.7630,0.0000
17,174,143,31,0,17.8161,0.0000
18,175,141,34,0,19.4286,0.0000
19,176,142,34,0,19.3182,0.0000
20,177,140,37,0,20.9040,0.0000
21,175,139,28,8,16.0000,4.5714
22,177,140,29,8,16.3842,4.5198
23,178,141,29,8,16.2921,4.4944
24,178,141,27,10,15.1685,5.6180
25,179,139,29,11,16.2011,6.1453
26,179,138,29,12,16.2011,6.7039
27,179,136,30,13,16.7598,7.2626
28,182,139,29,14,15.9341,7.6923
29,181,136,31,14,17.1271,7.7348
30,184,137,33,14,17.9348,7.6087
31,187,137,36,14,19.2513,7.4866
32,187,137,33,17,17.6471,9.0909
33,190,138,35,17,18.4211,8.9474
34,191,131,41,19,21.4660,9.9476
35,193,129,44,20,22.7979,10.3627
36,194,128,44,22,22.6804,11.3402
37,194,128,41,25,21.1340,12.8866
38,194,128,38,28,19.5876,14.4330
39,197,130,38,29,19.2893,14.7208
40,199,131,38,30,19.0955,15.0754
41,198,129,38,31,19.1919,15.6566
42,200,126,41,33,20.5000,16.5000
43,201,126,42,33,20.8955,16.4179
44,203,128,41,34,20.1970,16.7488
45,206,125,46,35,22.3301,16.9903
46,207,126,43,38,20.7729,18.3575
47,208,124,45,39,21.6346,18.7500
48,209,124,45,40,21.5311,19.1388
49,210,122,46,42,21.9048,20.0000
50,210,120,46,44,21.9048,20.9524
51,211,117,46,48,21.8009,22.7488
52,213,118,47,48,22.0657,22.5352
53,214,117,49,48,22.8972,22.4299
54,215,117,46,52,21.3953,24.1860
55,216,117,40,59,18.5185,27.3148
56,219,116,40,63,18.2648,28.7671
57,224,120,41,63,18.3036,28.1250
58,227,121,43,63,18.9427,27.7533
59,228,122,42,64,18.4211,28.0702
60,228,119,44,65,19.2982,28.5088
61,227,116,45,66,19.8238,29.0749
62,227,112,46,69,20.2643,30.3965
63,228,113,43,72,18.8596,31.5789
64,227,111,45,71,19.8238,31.2775
65,227,109,45,73,19.8238,32.1586
66,228,107,44,77,19.2982,33.7719
67,229,108,42,79,18.3406,34.4978
68,232,111,40,81,17.2414,34.9138
69,233,108,42,83,18.0258,35.6223
70,233,105,44,84,18.8841,36.0515
71,237,106,43,88,18.1435,37.1308
72,237,102,45,90,18.9873,37.9747
73,238,112,42,84,17.6471,35.2941
74,240,112,43,85,17.9167,35.4167
75,241,112,42,87,17.4274,36.0996
76,246,115,45,86,18.2927,34.9593
77,248,118,41,89,16.5323,35.8871
78,250,120,40,90,16.0000,36.0000
79,254,124,41,89,16.1417,35.0394
80,257,126,42,89,16.3424,34.6304
81,258,124,42,92,16.2791,35.6589
82,258,124,38,96,14.7287,37.2093
83,258,121,39,98,15.1163,37.9845
84,257,121,41,95,15.9533,36.9650
85,259,122,41,96,15.8301,37.0656
86,261,122,42,97,16.0920,37.1648
87,264,122,44,98,16.6667,37.1212
88,265,122,47,96,17.7358,36.2264
89,267,125,48,94,17.9775,35.2060
90,269,129,44,96,16.3569,35.6877
91,275,134,42,99,15.2727,36.0000
92,279,136,43,100,15.4122,35.8423
93,279,134,44,101,15.7706,36.2007
94,280,131,49,100,17.5000,35.7143
95,283,130,51,102,18.0212,36.0424
96,285,129,55,101,19.2982,35.4386
97,286,129,54,103,18.8811,36.0140
98,288,133,55,100,19.0972,34.7222
99,293,133,60,100,20.4778,34.1297
100,295,136,58,101,19.6610,34.2373
101,298,135,63,100,21.1409,33.5570
102,301,136,64,101,21.2625,33.5548
103,301,137,66,98,21.9269,32.5581
104,301,134,65,102,21.5947,33.8870
105,301,130,68,103,22.5914,34.2193
106,301,129,70,102,23.2558,33.8870
107,301,133,68,100,22.5914,33.2226
108,301,130,69,102,22.9236,33.8870
109,301,130,68,103,22.5914,34.2193
110,301,124,72,105,23.9203,34.8837
111,301,122,74,105,24.5847,34.8837
112,300,119,74,107,24.6667,35.6667
113,300,115,77,108,25.6667,36.0000
114,300,115,76,109,25.3333,36.3333
115,300,113,75,112,25.0000,37.3333
116,300,108,76,116,25.3333,38.6667
117,300,107,75,118,25.0000,39.3333
118,300,107,77,116,25.6667,38.6667
119,300,105,77,118,25.6667,39.3333
120,300,106,76,118,25.3333,39.3333
121,300,107,71,122,23.6667,40.6667
122,299,106,71,122,23.7458,40.8027
123,301,111,71,119,23.5880,39.5349
124,301,110,71,120,23.5880,39.8671
125,301,109,69,123,22.9236,40.8638
126,301,107,71,123,23.5880,40.8638
127,301,107,68,126,22.5914,41.8605
128,301,106,66,129,21.9269,42.8571
129,300,107,64,129,21.3333,43.0000
130,300,100,72,128,24.0000,42.6667
131,300,96,70,134,23.3333,44.6667
132,300,95,66,139,22.0000,46.3333
133,300,95,68,137,22.6667,45.6667
134,299,94,67,138,22.4080,46.1538
135,301,95,68,138,22.5914,45.8472
136,300,92,66,142,22.0000,47.3333
137,300,91,65,144,21.6667,48.0000
138,300,90,64,146,21.3333,48.6667
139,298,90,63,145,21.1409,48.6577
140,300,89,62,149,20.6667,49.6667
141,300,89,63,148,21.0000,49.3333
142,300,89,67,144,22.3333,48.0000
143,300,87,70,143,23.3333,47.6667
144,300,87,69,144,23.0000,48.0000
145,300,85,70,145,23.3333,48.3333
146,299,83,70,146,23.4114,48.8294
147,302,87,69,146,22.8477,48.3444
148,302,85,69,148,22.8477,49.0066
149,302,84,70,148,23.1788,49.0066
150,301,79,69,153,22.9236,50.8306
151,301,74,68,159,22.5914,52.8239
152,301,75,68,158,22.5914,52.4917
153,301,73,67,161,22.2591,53.4884
154,301,75,63,163,20.9302,54.1528
155,301,72,65,164,21.5947,54.4850
156,301,71,66,164,21.9269,54.4850
157,301,69,65,167,21.5947,55.4817
158,301,70,65,166,21.5947,55.1495
159,301,70,66,165,21.9269,54.8173
160,300,75,65,160,21.6667,53.3333
161,300,76,61,163,20.3333,54.3333
162,300,75,62,163,20.6667,54.3333
163,300,74,57,169,19.0000,56.3333
164,300,77,54,169,18.0000,56.3333
165,300,78,50,172,16.6667,57.3333
166,300,80,51,169,17.0000,56.3333
167,300,86,48,166,16.0000,55.3333
168,300,90,47,163,15.6667,54.3333
169,299,92,47,160,15.7191,53.5117
170,301,96,41,164,13.6213,54.4850
171,301,96,39,166,12.9568,55.1495
172,301,97,36,168,11.9601,55.8140
173,301,102,36,163,11.9601,54.1528
174,301,103,34,164,11.2957,54.4850
175,301,102,34,165,11.2957,54.8173
176,301,105,31,165,10.2990,54.8173
177,301,109,29,163,9.6346,54.1528
178,301,110,25,166,8.3056,55.1495
179,301,113,23,165,7.6412,54.8173
180,301,117,22,162,7.3090,53.8206
181,301,118,24,159,7.9734,52.8239
182,299,117,24,158,8.0268,52.8428
183,301,126,22,153,7.3090,50.8306
184,301,130,23,148,7.6412,49.1694
185,301,129,25,147,8.3056,48.8372
186,301,133,24,144,7.9734,47.8405
187,301,130,27,144,8.9701,47.8405
188,301,132,30,139,9.9668,46.1794
189,301,135,28,138,9.3023,45.8472
190,301,140,28,133,9.3023,44.1860
191,301,140,28,133,9.3023,44.1860
192,301,142,26,133,8.6379,44.1860
193,301,142,26,133,8.6379,44.1860
194,301,142,26,133,8.6379,44.1860
195,300,141,27,132,9.0000,44.0000
196,300,143,27,130,9.0000,43.3333
197,300,143,29,128,9.6667,42.6667
198,300,144,30,126,10.0000,42.0000
199,300,141,35,124,11.6667,41.3333
200,300,140,36,124,12.0000,41.3333
201,300,143,35,122,11.6667,40.6667
202,299,148,32,119,10.7023,39.7993
203,300,155,33,112,11.0000,37.3333
204,300,155,33,112,11.0000,37.3333
205,300,158,31,111,10.3333,37.0000
206,300,158,35,107,11.6667,35.6667
207,299,158,35,106,11.7057,35.4515
208,300,160,33,107,11.0000,35.6667
209,300,161,36,103,12.0000,34.3333
210,300,158,40,102,13.3333,34.0000
211,300,159,42,99,14.0000,33.0000
212,300,160,40,100,13.3333,33.3333
213,300,162,42,96,14.0000,32.0000
214,300,162,44,94,14.6667,31.3333
215,300,166,44,90,14.6667,30.0000
216,300,167,44,89,14.6667,29.6667
217,300,170,44,86,14.6667,28.6667
218,300,162,52,86,17.3333,28.6667
219,300,162,53,85,17.6667,28.3333
220,300,158,54,88,18.0000,29.3333
221,300,157,53,90,17.6667,30.0000
222,300,159,57,84,19.0000,28.0000
223,300,163,59,78,19.6667,26.0000
224,300,165,60,75,20.0000,25.0000
225,300,164,61,75,20.3333,25.0000
226,300,162,63,75,21.0000,25.0000
227,299,161,62,76,20.7358,25.4181
228,304,167,62,75,20.3947,24.6711
229,304,166,63,75,20.7237,24.6711
230,303,165,65,73,21.4521,24.0924
231,303,165,65,73,21.4521,24.0924
232,303,160,69,74,22.7723,24.4224
233,303,156,71,76,23.4323,25.0825
234,303,152,75,76,24.7525,25.0825
235,303,149,75,79,24.7525,26.0726
236,303,149,75,79,24.7525,26.0726
237,303,144,78,81,25.7426,26.7327
238,303,141,77,85,25.4125,28.0528
239,302,137,77,88,25.4967,29.1391
240,302,133,78,91,25.8278,30.1325
241,302,130,78,94,25.8278,31.1258
242,302,127,77,98,25.4967,32.4503
243,302,124,80,98,26.4901,32.4503
244,302,124,81,97,26.8212,32.1192
245,302,121,82,99,27.1523,32.7815
246,302,117,83,102,27.4834,33.7748
247,302,117,79,106,26.1589,35.0993
248,302,114,82,106,27.1523,35.0993
249,302,110,85,107,28.1457,35.4305
250,302,105,84,113,27.8146,37.4172
251,301,101,84,116,27.9070,38.5382
252,300,101,82,117,27.3333,39.0000
253,299,100,79,120,26.4214,40.1338
254,300,96,81,123,27.0000,41.0000
255,300,94,78,128,26.0000,42.6667
256,300,91,80,129,26.6667,43.0000
257,300,87,83,130,27.6667,43.3333
258,300,85,83,132,27.6667,44.0000
259,300,84,79,137,26.3333,45.6667
260,300,85,77,138,25.6667,46.0000
261,299,80,79,140,26.4214,46.8227
262,300,83,74,143,24.6667,47.6667
263,300,83,71,146,23.6667,48.6667
264,300,83,70,147,23.3333,49.0000
265,300,83,67,150,22.3333,50.0000
266,299,82,62,155,20.7358,51.8395
267,300,84,63,153,21.0000,51.0000
268,300,81,66,153,22.0000,51.0000
269,300,82,62,156,20.6667,52.0000
270,300,82,58,160,19.3333,53.3333
271,299,84,54,161,18.0602,53.8462
272,301,87,53,161,17.6080,53.4884
273,301,87,54,160,17.9402,53.1561
274,301,86,50,165,16.6113,54.8173
275,301,86,47,168,15.6146,55.8140
276,301,84,47,170,15.6146,56.4784
277,301,84,42,175,13.9535,58.1395
278,301,83,40,178,13.2890,59.1362
279,301,86,39,176,12.9568,58.4718
280,300,87,34,179,11.3333,59.6667
281,300,89,34,177,11.3333,59.0000
282,300,91,30,179,10.0000,59.6667
283,300,92,33,175,11.0000,58.3333
284,300,90,35,175,11.6667,58.3333
285,300,91,35,174,11.6667,58.0000
286,300,92,34,174,11.3333,58.0000
287,300,96,33,171,11.0000,57.0000
288,299,97,30,172,10.0334,57.5251
289,300,98,29,173,9.6667,57.6667
290,300,101,31,168,10.3333,56.0000
291,300,104,31,165,10.3333,55.0000
292,300,107,30,163,10.0000,54.3333
293,300,110,28,162,9.3333,54.0000
294,300,113,28,159,9.3333,53.0000
295,300,112,29,159,9.6667,53.0000
296,300,115,26,159,8.6667,53.0000
297,300,116,26,158,8.6667,52.6667
298,300,119,23,158,7.6667,52.6667
299,300,123,24,153,8.0000,51.0000
300,300,122,26,152,8.6667,50.6667
301,300,122,26,152,8.6667,50.6667
302,300,127,27,146,9.0000,48.6667
303,300,128,28,144,9.3333,48.0000
304,300,130,26,144,8.6667,48.0000
305,300,133,24,143,8.0000,47.6667
306,300,135,26,139,8.6667,46.3333
307,300,139,27,134,9.0000,44.6667
308,300,139,29,132,9.6667,44.0000
309,300,142,30,128,10.0000,42.6667
310,300,145,26,129,8.6667,43.0000
311,299,151,24,124,8.0268,41.4716
312,301,158,25,118,8.3056,39.2027
313,301,157,28,116,9.3023,38.5382
314,300,158,27,115,9.0000,38.3333
315,300,162,27,111,9.0000,37.0000
316,300,160,30,110,10.0000,36.6667
317,300,161,32,107,10.6667,35.6667
318,300,164,32,104,10.6667,34.6667
