tick,total,susceptible,infected,immune,pct_infected,pct_immune
0,150,140,10,0,6.6667,0.0000
1,151,141,10,0,6.6225,0.0000
2,154,144,10,0,6.4935,0.0000
3,155,145,10,0,6.4516,0.0000
4,158,148,10,0,6.3291,0.0000
5,158,147,11,0,6.9620,0.0000
6,158,147,11,0,6.9620,0.0000
7,163,152,11,0,6.7485,0.0000
8,164,153,11,0,6.7073,0.0000
9,166,155,11,0,6.6265,0.0000
10,168,157,11,0,6.5476,0.0000
11,171,160,11,0,6.4327,0.0000
12,171,160,11,0,6.4327,0.0000
13,172,161,11,0,6.3953,0.0000
14,173,162,11,0,6.3584,0.0000
15,174,163,11,0,6.3218,0.0000
16,174,163,11,0,6.3218,0.0000
17,176,165,11,0,6.2500,0.0000
18,181,169,12,0,6.6298,0.0000
19,182,170,12,0,6.5934,0.0000
20,184,172,12,0,6.5217,0.0000
21,185,173,12,0,6.4865,0.0000
22,186,174,12,0,6.4516,0.0000
23,188,176,12,0,6.3830,0.0000
24,190,178,12,0,6.3158,0.0000
25,192,180,12,0,6.2500,0.0000
26,193,181,12,0,6.2176,0.0000
27,196,184,12,0,6.1224,0.0000
28,199,186,13,0,6.5327,0.0000
29,203,190,13,0,6.4039,0.0000
30,205,192,13,0,6.3415,0.0000
31,206,192,14,0,6.7961,0.0000
32,208,194,14,0,6.7308,0.0000
33,211,196,15,0,7.1090,0.0000
34,212,197,15,0,7.0755,0.0000
35,214,199,15,0,7.0093,0.0000
36,216,201,15,0,6.9444,0.0000
37,217,202,15,0,6.9124,0.0000
38,219,204,15,0,6.8493,0.0000
39,221,206,15,0,6.7873,0.0000
40,224,209,15,0,6.6964,0.0000
41,224,209,15,0,6.6964,0.0000
42,225,210,15,0,6.6667,0.0000
43,229,214,15,0,6.5502,0.0000
44,230,215,15,0,6.5217,0.0000
45,231,216,15,0,6.4935,0.0000
46,233,218,15,0,6.4378,0.0000
47,234,219,15,0,6.4103,0.0000
48,235,220,15,0,6.3830,0.0000
49,238,223,15,0,6.3025,0.0000
50,240,225,15,0,6.2500,0.0000
51,243,228,15,0,6.1728,0.0000
52,244,229,15,0,6.1475,0.0000
53,247,232,15,0,6.0729,0.0000
54,248,233,15,0,6.0484,0.0000
55,253,238,15,0,5.9289,0.0000
56,262,247,15,0,5.7252,0.0000
57,266,251,15,0,5.6391,0.0000
58,267,252,15,0,5.6180,0.0000
59,269,254,15,0,5.5762,0.0000
60,269,254,15,0,5.5762,0.0000
61,272,257,15,0,5.5147,0.0000
62,275,260,15,0,5.4545,0.0000
63,277,262,15,0,5.4152,0.0000
64,278,263,15,0,5.3957,0.0000
65,279,264,15,0,5.3763,0.0000
66,282,267,15,0,5.3191,0.0000
67,285,270,15,0,5.2632,0.0000
68,287,272,15,0,5.2265,0.0000
69,292,277,15,0,5.1370,0.0000
70,298,283,15,0,5.0336,0.0000
71,301,285,16,0,5.3156,0.0000
72,301,284,17,0,5.6478,0.0000
73,301,284,17,0,5.6478,0.0000
74,301,284,17,0,5.6478,0.0000
75,301,284,17,0,5.6478,0.0000
76,301,284,17,0,5.6478,0.0000
77,301,284,17,0,5.6478,0.0000
78,301,284,17,0,5.6478,0.0000
79,301,284,17,0,5.6478,0.0000
80,301,284,17,0,5.6478,0.0000
81,301,284,17,0,5.6478,0.0000
82,301,284,17,0,5.6478,0.0000
83,301,284,17,0,5.6478,0.0000
84,301,284,17,0,5.6478,0.0000
85,301,284,17,0,5.6478,0.0000
86,301,284,17,0,5.6478,0.0000
87,301,282,19,0,6.3123,0.0000
88,300,281,19,0,6.3333,0.0000
89,300,281,19,0,6.3333,0.0000
90,300,281,19,0,6.3333,0.0000
91,300,281,19,0,6.3333,0.0000
92,300,281,19,0,6.3333,0.0000
93,300,281,19,0,6.3333,0.0000
