tick,total,susceptible,infected,immune,pct_infected,pct_immune
0,150,140,10,0,6.6667,0.0000
1,154,144,10,0,6.4935,0.0000
2,154,144,10,0,6.4935,0.0000
3,154,144,10,0,6.4935,0.0000
4,157,147,10,0,6.3694,0.0000
5,159,148,11,0,6.9182,0.0000
6,155,148,1,6,0.6452,3.8710
7,155,148,1,6,0.6452,3.8710
8,155,148,1,6,0.6452,3.8710
9,156,149,1,6,0.6410,3.8462
10,157,150,0,7,0.0000,4.4586
11,157,150,0,7,0.0000,4.4586
12,159,152,0,7,0.0000,4.4025
13,159,152,0,7,0.0000,4.4025
14,162,155,0,7,0.0000,4.3210
15,166,159,0,7,0.0000,4.2169
16,167,160,0,7,0.0000,4.1916
17,168,161,0,7,0.0000,4.1667
18,172,165,0,7,0.0000,4.0698
19,175,168,0,7,0.0000,4.0000
20,175,168,0,7,0.0000,4.0000
21,176,169,0,7,0.0000,3.9773
22,178,171,0,7,0.0000,3.9326
23,181,174,0,7,0.0000,3.8674
24,183,176,0,7,0.0000,3.8251
25,186,179,0,7,0.0000,3.7634
26,189,182,0,7,0.0000,3.7037
27,193,186,0,7,0.0000,3.6269
28,195,188,0,7,0.0000,3.5897
29,197,190,0,7,0.0000,3.5533
30,199,192,0,7,0.0000,3.5176
31,202,195,0,7,0.0000,3.4653
32,203,196,0,7,0.0000,3.4483
33,207,200,0,7,0.0000,3.3816
34,207,200,0,7,0.0000,3.3816
35,207,200,0,7,0.0000,3.3816
36,209,202,0,7,0.0000,3.3493
37,210,203,0,7,0.0000,3.3333
38,211,204,0,7,0.0000,3.3175
39,212,205,0,7,0.0000,3.3019
40,213,206,0,7,0.0000,3.2864
41,216,209,0,7,0.0000,3.2407
42,217,210,0,7,0.0000,3.2258
43,218,211,0,7,0.0000,3.2110
44,220,213,0,7,0.0000,3.1818
45,222,215,0,7,0.0000,3.1532
46,224,217,0,7,0.0000,3.1250
47,226,219,0,7,0.0000,3.0973
48,228,221,0,7,0.0000,3.0702
49,228,221,0,7,0.0000,3.0702
50,230,223,0,7,0.0000,3.0435
51,232,225,0,7,0.0000,3.0172
52,238,231,0,7,0.0000,2.9412
53,241,234,0,7,0.0000,2.9046
54,244,237,0,7,0.0000,2.8689
55,247,240,0,7,0.0000,2.8340
56,249,242,0,7,0.0000,2.8112
57,252,245,0,7,0.0000,2.7778
58,255,254,0,1,0.0000,0.3922
59,259,258,0,1,0.0000,0.3861
60,262,261,0,1,0.0000,0.3817
61,266,265,0,1,0.0000,0.3759
62,271,271,0,0,0.0000,0.0000
63,274,274,0,0,0.0000,0.0000
64,276,276,0,0,0.0000,0.0000
65,283,283,0,0,0.0000,0.0000
66,286,286,0,0,0.0000,0.0000
67,288,288,0,0,0.0000,0.0000
68,294,294,0,0,0.0000,0.0000
69,300,300,0,0,0.0000,0.0000
70,300,300,0,0,0.0000,0.0000
71,300,300,0,0,0.0000,0.0000
72,300,300,0,0,0.0000,0.0000
73,300,300,0,0,0.0000,0.0000
74,300,300,0,0,0.0000,0.0000
75,300,300,0,0,0.0000,0.0000
76,300,300,0,0,0.0000,0.0000
77,300,300,0,0,0.0000,0.0000
78,300,300,0,0,0.0000,0.0000
79,300,300,0,0,0.0000,0.0000
80,300,300,0,0,0.0000,0.0000
81,300,300,0,0,0.0000,0.0000
82,300,300,0,0,0.0000,0.0000
83,300,300,0,0,0.0000,0.0000
84,300,300,0,0,0.0000,0.0000
85,300,300,0,0,0.0000,0.0000
86,300,300,0,0,0.0000,0.0000
87,300,300,0,0,0.0000,0.0000
88,299,299,0,0,0.0000,0.0000
89,301,301,0,0,0.0000,0.0000
90,301,301,0,0,0.0000,0.0000
91,301,301,0,0,0.0000,0.0000
92,301,301,0,0,0.0000,0.0000
93,301,301,0,0,0.0000,0.0000
94,301,301,0,0,0.0000,0.0000
95,301,301,0,0,0.0000,0.0000
96,301,301,0,0,0.0000,0.0000
97,301,301,0,0,0.0000,0.0000
98,301,301,0,0,0.0000,0.0000
99,301,301,0,0,0.0000,0.0000
100,301,301,0,0,0.0000,0.0000
101,301,301,0,0,0.0000,0.0000
102,300,300,0,0,0.0000,0.0000
103,300,300,0,0,0.0000,0.0000
104,300,300,0,0,0.0000,0.0000
105,300,300,0,0,0.0000,0.0000
106,300,300,0,0,0.0000,0.0000
107,299,299,0,0,0.0000,0.0000
108,302,302,0,0,0.0000,0.0000
109,302,302,0,0,0.0000,0.0000
110,302,302,0,0,0.0000,0.0000
111,302,302,0,0,0.0000,0.0000
112,302,302,0,0,0.0000,0.0000
113,302,302,0,0,0.0000,0.0000
114,302,302,0,0,0.0000,0.0000
115,302,302,0,0,0.0000,0.0000
116,302,302,0,0,0.0000,0.0000
117,302,302,0,0,0.0000,0.0000
118,302,302,0,0,0.0000,0.0000
119,302,302,0,0,0.0000,0.0000
120,302,302,0,0,0.0000,0.0000
121,302,302,0,0,0.0000,0.0000
122,302,302,0,0,0.0000,0.0000
123,301,301,0,0,0.0000,0.0000
