tick,total,susceptible,infected,immune,pct_infected,pct_immune
0,150,140,10,0,6.6667,0.0000
1,152,141,11,0,7.2368,0.0000
2,155,144,11,0,7.0968,0.0000
3,155,144,11,0,7.0968,0.0000
4,157,146,11,0,7.0064,0.0000
5,159,147,12,0,7.5472,0.0000
6,163,151,12,0,7.3620,0.0000
7,164,151,13,0,7.9268,0.0000
8,166,152,14,0,8.4337,0.0000
9,169,154,15,0,8.8757,0.0000
10,172,156,16,0,9.3023,0.0000
11,174,158,16,0,9.1954,0.0000
12,174,157,17,0,9.7701,0.0000
13,175,156,19,0,10.8571,0.0000
14,175,152,23,0,13.1429,0.0000
15,177,153,24,0,13.5593,0.0000
16,179,152,27,0,15.0838,0.0000
17,180,150,30,0,16.6667,0.0000
18,181,151,30,0,16.5746,0.0000
19,183,151,32,0,17.4863,0.0000
20,183,150,33,0,18.0328,0.0000
21,180,151,22,7,12.2222,3.8889
22,180,146,27,7,15.0000,3.8889
23,181,145,29,7,16.0221,3.8674
24,183,146,30,7,16.3934,3.8251
25,185,147,30,8,16.2162,4.3243
26,189,149,32,8,16.9312,4.2328
27,190,149,32,9,16.8421,4.7368
28,193,149,34,10,17.6166,5.1813
29,195,151,34,10,17.4359,5.1282
30,195,147,38,10,19.4872,5.1282
31,195,145,39,11,20.0000,5.6410
32,196,144,40,12,20.4082,6.1224
33,197,143,40,14,20.3046,7.1066
34,199,144,39,16,19.5980,8.0402
35,200,143,39,18,19.5000,9.0000
36,200,143,37,20,18.5000,10.0000
37,199,142,37,20,18.5930,10.0503
38,199,140,37,22,18.5930,11.0553
39,199,136,40,23,20.1005,11.5578
40,201,135,43,23,21.3930,11.4428
41,202,135,43,24,21.2871,11.8812
42,203,137,38,28,18.7192,13.7931
43,203,135,38,30,18.7192,14.7783
44,207,138,38,31,18.3575,14.9758
45,208,135,42,31,20.1923,14.9038
46,210,137,40,33,19.0476,15.7143
47,211,137,40,34,18.9573,16.1137
48,213,139,39,35,18.3099,16.4319
49,213,137,40,36,18.7793,16.9014
50,213,136,41,36,19.2488,16.9014
51,214,134,40,40,18.6916,18.6916
52,214,129,42,43,19.6262,20.0935
53,215,127,44,44,20.4651,20.4651
54,215,126,44,45,20.4651,20.9302
55,216,126,42,48,19.4444,22.2222
56,217,123,46,48,21.1982,22.1198
57,217,118,49,50,22.5806,23.0415
58,218,118,49,51,22.4771,23.3945
59,218,118,45,55,20.6422,25.2294
60,220,118,45,57,20.4545,25.9091
61,222,116,48,58,21.6216,26.1261
62,223,113,51,59,22.8700,26.4574
63,224,112,52,60,23.2143,26.7857
64,225,111,53,61,23.5556,27.1111
65,225,109,52,64,23.1111,28.4444
66,226,108,53,65,23.4513,28.7611
67,228,110,53,65,23.2456,28.5088
68,228,110,52,66,22.8070,28.9474
69,228,108,54,66,23.6842,28.9474
70,228,107,52,69,22.8070,30.2632
71,230,108,53,69,23.0435,30.0000
72,226,104,47,75,20.7965,33.1858
73,225,109,48,68,21.3333,30.2222
74,226,108,49,69,21.6814,30.5310
75,229,108,52,69,22.7074,30.1310
76,228,105,53,70,23.2456,30.7018
77,224,105,46,73,20.5357,32.5893
78,223,105,44,74,19.7309,33.1839
79,225,107,45,73,20.0000,32.4444
80,226,108,44,74,19.4690,32.7434
81,226,109,42,75,18.5841,33.1858
82,228,111,38,79,16.6667,34.6491
83,233,118,33,82,14.1631,35.1931
84,232,118,33,81,14.2241,34.9138
85,233,120,33,80,14.1631,34.3348
86,235,122,33,80,14.0426,34.0426
87,237,124,34,79,14.3460,33.3333
88,237,126,33,78,13.9241,32.9114
89,239,126,33,80,13.8075,33.4728
90,241,130,33,78,13.6929,32.3651
91,244,133,32,79,13.1148,32.3770
