tick,total,susceptible,infected,immune,pct_infected,pct_immune
0,150,140,10,0,6.6667,0.0000
1,151,141,10,0,6.6225,0.0000
2,151,141,10,0,6.6225,0.0000
3,152,142,10,0,6.5789,0.0000
4,153,143,10,0,6.5359,0.0000
5,154,144,10,0,6.4935,0.0000
6,156,146,10,0,6.4103,0.0000
7,157,147,10,0,6.3694,0.0000
8,158,148,10,0,6.3291,0.0000
9,159,149,10,0,6.2893,0.0000
10,159,149,10,0,6.2893,0.0000
11,161,151,10,0,6.2112,0.0000
12,162,152,10,0,6.1728,0.0000
13,163,153,10,0,6.1350,0.0000
14,165,155,10,0,6.0606,0.0000
15,168,158,10,0,5.9524,0.0000
16,168,158,10,0,5.9524,0.0000
17,170,159,11,0,6.4706,0.0000
18,176,165,11,0,6.2500,0.0000
19,177,166,11,0,6.2147,0.0000
20,180,169,11,0,6.1111,0.0000
21,184,173,11,0,5.9783,0.0000
22,188,177,11,0,5.8511,0.0000
23,188,177,11,0,5.8511,0.0000
24,189,178,11,0,5.8201,0.0000
25,189,177,12,0,6.3492,0.0000
26,192,180,12,0,6.2500,0.0000
27,195,183,12,0,6.1538,0.0000
28,196,184,12,0,6.1224,0.0000
29,200,188,12,0,6.0000,0.0000
30,203,191,12,0,5.9113,0.0000
31,205,193,12,0,5.8537,0.0000
32,207,195,12,0,5.7971,0.0000
33,209,197,12,0,5.7416,0.0000
34,210,198,12,0,5.7143,0.0000
35,210,198,12,0,5.7143,0.0000
36,211,199,12,0,5.6872,0.0000
37,213,201,12,0,5.6338,0.0000
38,214,202,12,0,5.6075,0.0000
39,216,204,12,0,5.5556,0.0000
40,216,204,12,0,5.5556,0.0000
41,219,207,12,0,5.4795,0.0000
42,220,207,13,0,5.9091,0.0000
43,222,209,13,0,5.8559,0.0000
44,225,212,13,0,5.7778,0.0000
45,227,214,13,0,5.7269,0.0000
46,230,217,13,0,5.6522,0.0000
47,231,218,13,0,5.6277,0.0000
48,232,219,13,0,5.6034,0.0000
49,233,220,13,0,5.5794,0.0000
50,234,221,13,0,5.5556,0.0000
51,236,223,13,0,5.5085,0.0000
52,237,224,13,0,5.4852,0.0000
53,239,226,13,0,5.4393,0.0000
54,240,227,13,0,5.4167,0.0000
55,244,231,13,0,5.3279,0.0000
56,247,234,13,0,5.2632,0.0000
57,249,235,14,0,5.6225,0.0000
58,253,239,14,0,5.5336,0.0000
59,256,242,14,0,5.4688,0.0000
60,257,243,14,0,5.4475,0.0000
61,257,243,14,0,5.4475,0.0000
62,258,244,14,0,5.4264,0.0000
63,260,245,15,0,5.7692,0.0000
64,264,248,16,0,6.0606,0.0000
65,268,252,16,0,5.9701,0.0000
66,270,254,16,0,5.9259,0.0000
67,273,256,17,0,6.2271,0.0000
68,274,257,17,0,6.2044,0.0000
69,275,257,18,0,6.5455,0.0000
70,281,263,18,0,6.4057,0.0000
71,284,266,18,0,6.3380,0.0000
72,285,267,18,0,6.3158,0.0000
73,290,272,18,0,6.2069,0.0000
74,293,275,18,0,6.1433,0.0000
75,297,279,18,0,6.0606,0.0000
76,302,283,19,0,6.2914,0.0000
77,302,283,19,0,6.2914,0.0000
78,302,283,19,0,6.2914,0.0000
79,302,283,19,0,6.2914,0.0000
80,302,282,20,0,6.6225,0.0000
81,302,282,20,0,6.6225,0.0000
82,302,282,20,0,6.6225,0.0000
83,302,282,20,0,6.6225,0.0000
84,302,281,21,0,6.9536,0.0000
85,302,281,21,0,6.9536,0.0000
86,302,279,23,0,7.6159,0.0000
87,302,279,23,0,7.6159,0.0000
88,302,278,24,0,7.9470,0.0000
89,302,278,24,0,7.9470,0.0000
90,302,278,24,0,7.9470,0.0000
91,302,278,24,0,7.9470,0.0000
92,302,277,25,0,8.2781,0.0000
93,302,277,25,0,8.2781,0.0000
