tick,total,susceptible,infected,immune,pct_infected,pct_immune
0,150,140,10,0,6.6667,0.0000
1,152,141,11,0,7.2368,0.0000
2,152,141,11,0,7.2368,0.0000
3,154,143,11,0,7.1429,0.0000
4,156,145,11,0,7.0513,0.0000
5,156,144,12,0,7.6923,0.0000
6,156,144,12,0,7.6923,0.0000
7,156,142,14,0,8.9744,0.0000
8,158,144,14,0,8.8608,0.0000
9,160,146,14,0,8.7500,0.0000
10,160,144,16,0,10.0000,0.0000
11,163,147,16,0,9.8160,0.0000
12,163,147,16,0,9.8160,0.0000
13,164,148,16,0,9.7561,0.0000
14,167,150,17,0,10.1796,0.0000
15,168,150,18,0,10.7143,0.0000
16,171,152,19,0,11.1111,0.0000
17,172,148,24,0,13.9535,0.0000
18,174,147,27,0,15.5172,0.0000
19,177,148,29,0,16.3842,0.0000
20,179,147,32,0,17.8771,0.0000
21,173,146,22,5,12.7168,2.8902
22,173,143,25,5,14.4509,2.8902
23,175,142,28,5,16.0000,2.8571
24,176,143,28,5,15.9091,2.8409
25,177,143,29,5,16.3842,2.8249
26,178,143,30,5,16.8539,2.8090
27,177,140,31,6,17.5141,3.3898
28,179,139,34,6,18.9944,3.3520
29,180,139,35,6,19.4444,3.3333
30,179,137,35,7,19.5531,3.9106
31,179,131,41,7,22.9050,3.9106
32,180,131,42,7,23.3333,3.8889
33,182,126,49,7,26.9231,3.8462
34,183,126,50,7,27.3224,3.8251
35,184,121,56,7,30.4348,3.8043
36,184,114,62,8,33.6957,4.3478
37,185,113,62,10,33.5135,5.4054
38,187,116,59,12,31.5508,6.4171
39,189,118,59,12,31.2169,6.3492
40,186,115,58,13,31.1828,6.9892
41,186,110,63,13,33.8710,6.9892
42,187,110,63,14,33.6898,7.4866
43,187,110,63,14,33.6898,7.4866
44,186,108,64,14,34.4086,7.5269
45,187,105,68,14,36.3636,7.4866
46,185,100,71,14,38.3784,7.5676
47,182,98,70,14,38.4615,7.6923
48,182,90,77,15,42.3077,8.2418
49,181,88,77,16,42.5414,8.8398
50,180,86,78,16,43.3333,8.8889
51,179,83,79,17,44.1341,9.4972
52,176,80,78,18,44.3182,10.2273
53,175,78,78,19,44.5714,10.8571
54,171,78,73,20,42.6901,11.6959
55,170,79,71,20,41.7647,11.7647
56,169,82,62,25,36.6864,14.7929
57,165,79,61,25,36.9697,15.1515
58,164,79,60,25,36.5854,15.2439
59,163,77,61,25,37.4233,15.3374
60,161,75,61,25,37.8882,15.5280
61,157,75,56,26,35.6688,16.5605
62,157,74,56,27,35.6688,17.1975
63,156,73,56,27,35.8974,17.3077
64,154,72,54,28,35.0649,18.1818
65,153,74,51,28,33.3333,18.3007
66,152,73,49,30,32.2368,19.7368
67,150,70,50,30,33.3333,20.0000
68,150,71,49,30,32.6667,20.0000
69,145,73,38,34,26.2069,23.4483
70,144,72,38,34,26.3889,23.6111
71,145,75,35,35,24.1379,24.1379
72,143,76,31,36,21.6783,25.1748
73,140,80,28,32,20.0000,22.8571
74,139,78,29,32,20.8633,23.0216
75,140,79,29,32,20.7143,22.8571
76,139,78,29,32,20.8633,23.0216
77,138,80,26,32,18.8406,23.1884
78,140,80,26,34,18.5714,24.2857
79,139,82,24,33,17.2662,23.7410
80,137,81,23,33,16.7883,24.0876
81,136,81,22,33,16.1765,24.2647
82,134,81,21,32,15.6716,23.8806
83,133,79,22,32,16.5414,24.0602
84,132,81,19,32,14.3939,24.2424
85,132,82,18,32,13.6364,24.2424
86,133,83,19,31,14.2857,23.3083
87,129,81,17,31,13.1783,24.0310
88,128,82,16,30,12.5000,23.4375
89,128,84,16,28,12.5000,21.8750
90,128,87,15,26,11.7188,20.3125
91,131,87,18,26,13.7405,19.8473
