tick,total,susceptible,infected,immune,pct_infected,pct_immune
0,150,140,10,0,6.6667,0.0000
1,151,139,12,0,7.9470,0.0000
2,151,138,13,0,8.6093,0.0000
3,151,136,15,0,9.9338,0.0000
4,153,137,16,0,10.4575,0.0000
5,154,138,16,0,10.3896,0.0000
6,158,140,18,0,11.3924,0.0000
7,158,135,23,0,14.5570,0.0000
8,160,135,25,0,15.6250,0.0000
9,162,136,26,0,16.0494,0.0000
10,164,136,28,0,17.0732,0.0000
11,165,136,29,0,17.5758,0.0000
12,167,134,33,0,19.7605,0.0000
13,169,132,37,0,21.8935,0.0000
14,172,135,37,0,21.5116,0.0000
15,173,131,42,0,24.2775,0.0000
16,173,125,48,0,27.7457,0.0000
17,173,121,52,0,30.0578,0.0000
18,176,121,55,0,31.2500,0.0000
19,180,121,59,0,32.7778,0.0000
20,181,121,60,0,33.1492,0.0000
21,175,117,53,5,30.2857,2.8571
22,175,111,57,7,32.5714,4.0000
23,176,108,60,8,34.0909,4.5455
24,177,103,64,10,36.1582,5.6497
25,178,96,72,10,40.4494,5.6180
26,181,95,75,11,41.4365,6.0773
27,182,93,74,15,40.6593,8.2418
28,184,90,78,16,42.3913,8.6957
29,184,87,79,18,42.9348,9.7826
30,186,85,82,19,44.0860,10.2151
31,186,84,82,20,44.0860,10.7527
32,188,83,83,22,44.1489,11.7021
33,188,80,83,25,44.1489,13.2979
34,189,79,84,26,44.4444,13.7566
35,188,76,86,26,45.7447,13.8298
36,186,68,87,31,46.7742,16.6667
37,184,65,84,35,45.6522,19.0217
38,184,62,85,37,46.1957,20.1087
39,186,63,84,39,45.1613,20.9677
40,187,58,86,43,45.9893,22.9947
41,187,56,88,43,47.0588,22.9947
42,185,53,83,49,44.8649,26.4865
43,185,51,82,52,44.3243,28.1081
44,185,45,85,55,45.9459,29.7297
45,185,40,84,61,45.4054,32.9730
46,187,40,79,68,42.2460,36.3636
47,188,39,75,74,39.8936,39.3617
48,191,42,72,77,37.6963,40.3141
49,191,42,70,79,36.6492,41.3613
50,191,40,67,84,35.0785,43.9791
51,190,35,70,85,36.8421,44.7368
52,191,35,69,87,36.1257,45.5497
53,190,34,66,90,34.7368,47.3684
54,194,36,66,92,34.0206,47.4227
55,193,38,61,94,31.6062,48.7047
56,190,39,57,94,30.0000,49.4737
57,190,38,53,99,27.8947,52.1053
58,191,36,54,101,28.2723,52.8796
59,193,37,51,105,26.4249,54.4041
60,193,38,49,106,25.3886,54.9223
61,193,37,47,109,24.3523,56.4767
62,193,37,44,112,22.7979,58.0311
63,194,38,42,114,21.6495,58.7629
64,193,39,37,117,19.1710,60.6218
65,193,37,37,119,19.1710,61.6580
66,192,36,33,123,17.1875,64.0625
67,191,36,31,124,16.2304,64.9215
68,194,39,28,127,14.4330,65.4639
69,196,40,29,127,14.7959,64.7959
70,195,40,26,129,13.3333,66.1538
71,195,42,22,131,11.2821,67.1795
72,198,46,19,133,9.5960,67.1717
73,198,51,19,128,9.5960,64.6465
74,200,55,19,126,9.5000,63.0000
75,201,57,18,126,8.9552,62.6866
